Company_name	Company_ID	Big3Share	Position	Revenue	Assets	Employees	MarketCap	Exchange	TypeEnt
SCICLONE PHARMACEUTICALS INC	US943116852	21.130000000000003	1	157257.0	216619.0	590.0	655057.0	NASDAQ National Market	Industrial company
STEREOTAXIS, INC.	US943120386	3.83	6	37675.0	19227.0	nan	26110.0	NASDAQ National Market	Industrial company
INTEVAC INC	US943125814	3.5100000000000002	10	75160.0	97681.0	303.0	101391.0	NASDAQ National Market	Industrial company
BIOTIME INC	US943127919	6.63	6	7036.0	94660.0	136.0	273490.0	NYSE MKT	Industrial company
POLYCOM INC	US943128324	19.020000000000003	1	1267225.0	1782247.0	3451.0	1623375.0	NASDAQ National Market	Industrial company
ARADIGM CORP	US943133088	0	118	23429.0	35626.0	16.0	65752.0	NASDAQ National Market	Industrial company
NEKTAR THERAPEUTICS	US943134940	22.15	1	230784.0	502061.0	435.0	2067106.0	NASDAQ National Market	Industrial company
VIVUS INC	US943136179	10.85	3	95430.0	277202.0	82.0	128030.0	NASDAQ National Market	Industrial company
INCYTE CORPORATION	US943136539	13.389999999999999	2	753751.0	1007440.0	692.0	15859466.0	NASDAQ National Market	Industrial company
OUTERWALL INC	US943156448	28.77	1	2193211.0	1362211.0	2670.0	703065.0	NASDAQ National Market	Industrial company
NUANCE COMMUNICATIONS, INC.	US943156479	11.92	1	1931136.0	5527651.0	13500.0	4632215.0	NASDAQ National Market	Industrial company
OMNICELL, INC.	US943166458	15.98	1	484559.0	578747.0	1451.0	1140569.0	NASDAQ National Market	Industrial company
ULTRATECH INC	US943169580	20.74	1	149176.0	389196.0	312.0	602837.0	NASDAQ National Market	Industrial company
TITAN PHARMACEUTICALS INC	US943171940	0.17	16	1671.0	13287.0	13.0	137781.0	NASDAQ National Market	Industrial company
WINDTREE THERAPEUTICS, INC.	US943171943	4.5	9	987.0	44377.0	58.0	20659.0	NASDAQ National Market	Industrial company
NVIDIA CORP	US943177549	19.490000000000002	1	5010000.0	7370000.0	9227.0	24510601.0	NASDAQ National Market	Industrial company
IMMERSION CORP	US943180138	10.91	3	63393.0	105415.0	156.0	173505.0	NASDAQ National Market	Industrial company
BROADVISION INC	US943184303	0	110	9442.0	32210.0	nan	32641.0	NASDAQ National Market	Industrial company
SIMPSON MANUFACTURING CO INC	US943196943	17.07	1	794059.0	961309.0	2498.0	1909070.0	New York Stock Exchange (NYSE)	Industrial company
MCKESSON CORPORATION	US943207296	17.5	1	190884000.0	56563000.0	68000.0	40778219.0	New York Stock Exchange (NYSE)	Industrial company
UNWIRED PLANET, INC.	US943219054	4.71	5	4505.0	88884.0	16.0	56452.0	NASDAQ National Market	Industrial company
PRISM TECHNOLOGIES GROUP, INC.	US943220749	0.21	15	700.0	29300.0	nan	1713.0	NASDAQ National Market	Financial company
VERISIGN INC	US943221585	17.740000000000002	2	1059366.0	2357737.0	1019.0	9214995.0	NASDAQ National Market	Industrial company
DEPOMED INC	US943229046	20.880000000000003	1	342735.0	1357249.0	494.0	1242732.0	NASDAQ National Market	Industrial company
PG&E CORP	US943234914	17.04	1	16833000.0	63339000.0	23000.0	29524438.0	New York Stock Exchange (NYSE)	Industrial company
RIGEL PHARMACEUTICALS INC	US943248524	13.67	2	28895.0	131747.0	126.0	226675.0	NASDAQ National Market	Industrial company
NEOPHOTONICS CORP	US943253730	7.699999999999999	3	339439.0	341878.0	2304.0	372860.0	New York Stock Exchange (NYSE)	Industrial company
CHEMOCENTRYX, INC.	US943254365	7.0	7	0.0	78155.0	58.0	230311.0	NASDAQ National Market	Industrial company
AEROCENTURY CORP	US943263974	0	109	26564.0	181025.0	nan	15126.0	NYSE MKT	Industrial company
INNOVIVA, INC.	US943265960	13.32	4	53949.0	408932.0	13.0	1260730.0	NASDAQ National Market	Industrial company
ALIGN TECHNOLOGY INC	US943267295	14.75	1	845486.0	1158633.0	4375.0	6348990.0	NASDAQ National Market	Industrial company
PROLOGIS, INC.	US943281941	28.490000000000002	1	2197074.0	31394767.0	1555.0	24996963.0	New York Stock Exchange (NYSE)	Financial company
SUPPORT.COM, INC.	US943282005	7.67	2	77333.0	81492.0	1695.0	44133.0	NASDAQ National Market	Industrial company
WASTE CONNECTIONS INC	US943283464	16.21	1	2117287.0	5121798.0	7227.0	8363213.0	New York Stock Exchange (NYSE)	Industrial company
CARDICA, INC.	US943287832	2.22	8	2990.0	29294.0	44.0	23587.0	NASDAQ National Market	Industrial company
ELLIE MAE, INC.	US943288780	13.83	1	253937.0	364891.0	857.0	2532895.0	New York Stock Exchange (NYSE)	Industrial company
CYTOKINETICS, INC.	US943291317	8.34	2	28658.0	115237.0	100.0	321327.0	NASDAQ National Market	Industrial company
VMWARE, INC.	US943292913	2.31	2	6647000.0	15746000.0	19000.0	7410375.0	New York Stock Exchange (NYSE)	Industrial company
SUNESIS PHARMACEUTICALS INC	US943295878	0.74	11	3061.0	47002.0	38.0	40877.0	NASDAQ National Market	Industrial company
DURECT CORP	US943297098	8.36	2	19124.0	46772.0	106.0	163461.0	NASDAQ National Market	Industrial company
NORTHWEST BIOTHERAPEUTICS, INC.	US943306718	5.04	4	1739.0	70797.0	12.0	80426.0	NASDAQ National Market	Industrial company
NETSUITE INC.	US943310471	6.470000000000001	5	741149.0	1137597.0	4603.0	6374842.0	New York Stock Exchange (NYSE)	Industrial company
CAREDX, INC.	US943316839	0	122	28144.0	55638.0	nan	61707.0	NASDAQ National Market	Industrial company
SALESFORCE.COM, INC.	US943320693	14.790000000000001	1	6667216.0	12770772.0	19000.0	56754173.0	New York Stock Exchange (NYSE)	Industrial company
RINGCENTRAL, INC.	US943322844	11.05	3	296228.0	214813.0	759.0	1164067.0	New York Stock Exchange (NYSE)	Industrial company
WEB.COM GROUP, INC.	US943327894	14.790000000000001	1	543461.0	1157339.0	2200.0	875420.0	NASDAQ National Market	Industrial company
SHUTTERFLY, INC.	US943330068	14.489999999999998	2	1059429.0	1205327.0	2016.0	1657543.0	NASDAQ National Market	Industrial company
XENOPORT, INC.	US943330837	13.090000000000002	3	41160.0	163993.0	214.0	447228.0	NASDAQ National Market	Industrial company
CAFEPRESS INC.	US943342816	0.47	13	104508.0	91383.0	357.0	57181.0	NASDAQ National Market	Industrial company
ADURO BIOTECH, INC.	US943348934	4.4	7	72979.0	481825.0	nan	756606.0	NASDAQ National Market	Industrial company
WAGEWORKS, INC.	US943351864	18.419999999999998	1	334316.0	888739.0	1348.0	2044551.0	New York Stock Exchange (NYSE)	Industrial company
PANDORA MEDIA, INC.	US943352630	10.95	1	1164043.0	1240657.0	2219.0	2612640.0	New York Stock Exchange (NYSE)	Industrial company
VOCERA COMMUNICATIONS, INC.	US943354663	9.66	2	104086.0	162261.0	387.0	307695.0	New York Stock Exchange (NYSE)	Industrial company
CBRE GROUP, INC.	US943391143	16.55	1	10855810.0	11017943.0	70000.0	9880227.0	New York Stock Exchange (NYSE)	Industrial company
FIVE9, INC.	US943394123	4.63	8	128868.0	99233.0	692.0	531760.0	NASDAQ National Market	Industrial company
THRESHOLD PHARMACEUTICALS, INC.	US943409596	9.81	1	76915.0	53669.0	26.0	34290.0	NASDAQ National Market	Industrial company
IGNITE RESTAURANT GROUP, INC.	US943421359	0.81	12	492044.0	205182.0	8800.0	63309.0	NASDAQ National Market	Industrial company
VERTEX ENERGY, INC.	US943439569	1.63	11	146942.0	93645.0	205.0	42565.0	NASDAQ National Market	Industrial company
CSI COMPRESSCO LP	US943450907	0	119	457641.0	966627.0	800.0	298975.0	NASDAQ National Market	Industrial company
TRANSCONTINENTAL REALTY INVESTORS INC	US946565852	0	105	102220.0	1110204.0	nan	79419.0	New York Stock Exchange (NYSE)	Financial company
DUCOMMUN INC	US950693330	7.39	3	666011.0	557081.0	2900.0	186391.0	New York Stock Exchange (NYSE)	Industrial company
FARMER BROTHERS CO	US950725980	5.24	5	545882.0	240943.0	1784.0	479259.0	NASDAQ National Market	Industrial company
TESORO CORPORATION	US950862768	24.009999999999998	1	28711000.0	16332000.0	6000.0	9414503.0	New York Stock Exchange (NYSE)	Industrial company
RELIANCE STEEL & ALUMINUM CO	US951142616	17.419999999999998	1	9350500.0	7121600.0	14000.0	5338839.0	New York Stock Exchange (NYSE)	Industrial company
RCM TECHNOLOGIES INC	US951480559	1.5	12	185736.0	81336.0	2360.0	66614.0	NASDAQ National Market	Industrial company
AVERY DENNISON CORPORATION	US951492269	26.790000000000003	1	5966900.0	4133700.0	nan	6658769.0	New York Stock Exchange (NYSE)	Industrial company
MATTEL INC	US951567322	23.380000000000003	1	5702613.0	6552689.0	31000.0	10819367.0	NASDAQ National Market	Industrial company
VIRCO MFG. CORPORATION	US951613718	1.96	7	168595.0	89435.0	nan	56993.0	NASDAQ National Market	Industrial company
CUBIC CORP	US951678055	16.63	1	1431045.0	1300276.0	8300.0	1116296.0	New York Stock Exchange (NYSE)	Industrial company
BRIDGFORD FOODS CORPORATION	US951778176	0	105	130448.0	75302.0	nan	114101.0	NASDAQ National Market	Industrial company
RAYTHEON COMPANY	US951778500	18.689999999999998	1	23247000.0	29281000.0	61000.0	38672736.0	New York Stock Exchange (NYSE)	Industrial company
WD 40 CO	US951797918	18.56	1	378150.0	339257.0	433.0	1597602.0	NASDAQ National Market	Industrial company
COHU INC	US951934119	15.450000000000001	1	269654.0	345346.0	1600.0	317469.0	NASDAQ National Market	Industrial company
DIODES INC	US952039518	14.85	2	848904.0	1601030.0	7695.0	923497.0	NASDAQ National Market	Industrial company
COMPUTER SCIENCES CORP	US952043126	20.16	1	8117000.0	10213000.0	70000.0	6798404.0	New York Stock Exchange (NYSE)	Industrial company
TRIO-TECH INTERNATIONAL	US952086631	0	112	33932.0	32037.0	nan	11910.0	NYSE MKT	Industrial company
MICROSEMI CORP	US952110371	19.4	1	1245600.0	2450100.0	3700.0	3787969.0	NASDAQ National Market	Industrial company
SEMTECH CORP	US952119684	20.4	1	490219.0	911517.0	1335.0	1501096.0	NASDAQ National Market	Industrial company
MERCURY GENERAL CORPORATION	US952211612	17.79	2	nan	4628645.0	nan	2906922.0	New York Stock Exchange (NYSE)	Insurance company
MAXWELL TECHNOLOGIES INC	US952390133	5.109999999999999	5	167372.0	172013.0	401.0	181146.0	NASDAQ National Market	Industrial company
ELECTRO RENT CORPORATION	US952412961	8.51	4	238329.0	300314.0	410.0	255262.0	NASDAQ National Market	Industrial company
TENET HEALTHCARE CORP	US952557091	22.97	1	18634000.0	23682000.0	134630.0	2854009.0	New York Stock Exchange (NYSE)	Industrial company
UNICO AMERICAN CORPORATION	US952583928	0	110	36375.0	140170.0	nan	61563.0	NASDAQ National Market	Insurance company
AMERICAN VANGUARD CORP	US952588080	17.849999999999998	1	289382.0	443539.0	347.0	402257.0	New York Stock Exchange (NYSE)	Industrial company
ITERIS, INC.	US952588496	4.23	3	72251.0	70632.0	nan	77533.0	NASDAQ National Market	Industrial company
SUPERIOR INDUSTRIES INTERNATIONAL INC	US952594729	17.81	1	727946.0	539929.0	3050.0	671336.0	New York Stock Exchange (NYSE)	Industrial company
KORN/FERRY INTERNATIONAL	US952623879	17.4	1	1066066.0	1317801.0	3687.0	1641179.0	New York Stock Exchange (NYSE)	Industrial company
OCEANEERING INTERNATIONAL INC	US952628227	22.45	1	3062754.0	3429536.0	11000.0	3285986.0	New York Stock Exchange (NYSE)	Industrial company
PDC ENERGY, INC.	US952636730	18.0	1	595326.0	2370543.0	362.0	2699436.0	NASDAQ National Market	Industrial company
INVACARE CORP	US952680965	21.259999999999998	1	1142338.0	838143.0	4700.0	333087.0	New York Stock Exchange (NYSE)	Industrial company
JACK IN THE BOX INC	US952698708	23.1	1	1540317.0	1303979.0	20700.0	2760127.0	NASDAQ National Market	Industrial company
AEROVIRONMENT, INC.	US952705790	17.52	1	259398.0	397467.0	663.0	686464.0	NASDAQ National Market	Industrial company
HOULIHAN LOKEY, INC.	US952770395	1.5099999999999998	4	680872.0	1229848.0	953.0	295225.0	New York Stock Exchange (NYSE)	Financial company
INVESTMENT TECHNOLOGY GROUP, INC.	US952848406	20.34	1	634803.0	1709022.0	1037.0	621007.0	New York Stock Exchange (NYSE)	Financial company
QUALITY SYSTEMS INC	US952888568	16.700000000000003	2	490225.0	460521.0	2915.0	773836.0	NASDAQ National Market	Industrial company
DECKERS OUTDOOR CORP	US953015862	19.4	1	1817057.0	1169933.0	3400.0	1724913.0	New York Stock Exchange (NYSE)	Industrial company
DINEEQUITY, INC.	US953038279	17.41	1	681100.0	2331850.0	975.0	1551151.0	New York Stock Exchange (NYSE)	Industrial company
BLACK BOX CORP	US953086563	16.849999999999998	1	912655.0	475794.0	nan	199151.0	NASDAQ National Market	Industrial company
HOME DEPOT INC	US953261426	16.79	1	88519000.0	42549000.0	385000.0	166622342.0	New York Stock Exchange (NYSE)	Industrial company
TRINET GROUP, INC.	US953359658	8.74	5	2659288.0	2092449.0	2500.0	1430259.0	New York Stock Exchange (NYSE)	Industrial company
HELIX ENERGY SOLUTIONS GROUP, INC.	US953409686	18.45	1	695802.0	2399959.0	1445.0	841967.0	New York Stock Exchange (NYSE)	Industrial company
AMGEN INCORPORATED	US953540776	16.89	1	21662000.0	71449000.0	17900.0	117745769.0	NASDAQ National Market	Industrial company
PUBLIC STORAGE INC	US953551121	23.72	1	2381696.0	9778232.0	5300.0	44252294.0	New York Stock Exchange (NYSE)	Financial company
CVB FINANCIAL CORP	US953629339	17.89	1	286884.0	7671200.0	nan	1879062.0	NASDAQ National Market	Bank
CALAMP CORP.	US953647070	15.749999999999998	1	280719.0	384363.0	415.0	546819.0	NASDAQ National Market	Industrial company
KB HOME	US953666267	21.310000000000002	1	3032030.0	5015371.0	1680.0	1160040.0	New York Stock Exchange (NYSE)	Industrial company
GUESS INC	US953679695	22.61	1	2204311.0	1538748.0	13500.0	1331595.0	New York Stock Exchange (NYSE)	Industrial company
QUALCOMM INC	US953685934	18.16	1	25281000.0	50796000.0	33000.0	81186941.0	NASDAQ National Market	Industrial company
PEREGRINE PHARMACEUTICALS, INC.	US953698422	5.56	3	26781.0	97464.0	215.0	96861.0	NASDAQ National Market	Industrial company
STAAR SURGICAL COMPANY	US953797439	10.090000000000002	7	77123.0	62954.0	360.0	218215.0	NASDAQ National Market	Industrial company
CALLAWAY GOLF CO	US953797580	13.84	1	843794.0	631224.0	1700.0	941292.0	New York Stock Exchange (NYSE)	Industrial company
NORTHERN OIL & GAS, INC.	US953848122	17.32	2	275057.0	721431.0	20.0	289464.0	NYSE MKT	Industrial company
READING INTERNATIONAL, INC.	US953885184	5.78	7	257323.0	375091.0	2594.0	275226.0	NASDAQ National Market	Industrial company
US ECOLOGY, INC.	US953889638	15.350000000000001	1	563070.0	771987.0	1400.0	992779.0	NASDAQ National Market	Industrial company
QUALSTAR CORP	US953927330	0	111	12902.0	10684.0	nan	5334.0	NASDAQ National Market	Industrial company
MULTI-FINELINE ELECTRONIX, INC.	US953947402	7.0600000000000005	4	636599.0	501460.0	7170.0	549348.0	NASDAQ National Market	Industrial company
ON ASSIGNMENT INC	US954023433	17.07	1	2065008.0	1767307.0	3320.0	2008167.0	New York Stock Exchange (NYSE)	Industrial company
OCCIDENTAL PETROLEUM CORP	US954035997	18.25	1	12598000.0	43409000.0	11100.0	58158916.0	New York Stock Exchange (NYSE)	Industrial company
PALATIN TECHNOLOGIES INC	US954078884	3.62	3	12952.0	29474.0	18.0	36279.0	NYSE MKT	Industrial company
CONTANGO OIL & GAS CO	US954079863	10.32	2	116505.0	416756.0	73.0	218582.0	NYSE MKT	Industrial company
JACOBS ENGINEERING GROUP INC	US954081636	18.14	1	12114832.0	7785926.0	64000.0	6114548.0	New York Stock Exchange (NYSE)	Industrial company
VCA INC.	US954097995	18.310000000000002	1	2133675.0	2501132.0	12700.0	5270482.0	NASDAQ National Market	Industrial company
DAILY JOURNAL CORPORATION	US954133299	6.0	5	43978.0	228196.0	350.0	273360.0	NASDAQ National Market	Industrial company
EDISON INTERNATIONAL	US954137452	20.900000000000002	1	11524000.0	50310000.0	12768.0	24964672.0	New York Stock Exchange (NYSE)	Industrial company
TETRA TECH INC	US954148514	19.509999999999998	1	1718715.0	1559242.0	13000.0	1685172.0	NASDAQ National Market	Industrial company
BBCN BANCORP, INC	US954170121	19.23	1	315210.0	7912648.0	938.0	1294364.0	NASDAQ National Market	Bank
CAPSTONE TURBINE CORP	US954180883	7.72	1	115461.0	78927.0	236.0	32427.0	NASDAQ National Market	Industrial company
CHEROKEE INC	US954182437	7.81	5	34654.0	70548.0	51.0	120772.0	NASDAQ National Market	Industrial company
TAITRON COMPONENTS INC	US954249240	0	104	5674.0	18049.0	nan	4879.0	NASDAQ National Market	Industrial company
KEMPER CORPORATION	US954255452	12.05	2	nan	8036100.0	nan	1653632.0	New York Stock Exchange (NYSE)	Insurance company
CATHAY GENERAL BANCORP INC	US954274680	20.58	1	413216.0	13254126.0	1122.0	2421300.0	NASDAQ National Market	Bank
PS BUSINESS PARKS INC	US954300881	27.169999999999998	1	373675.0	2186658.0	142.0	2685447.0	New York Stock Exchange (NYSE)	Financial company
AROTECH CORPORATION	US954302784	2.84	6	96574.0	117493.0	523.0	71440.0	NASDAQ National Market	Industrial company
GENTHERM INC	US954318554	18.490000000000002	1	856445.0	646798.0	10098.0	1333691.0	NASDAQ National Market	Industrial company
LENNAR CORP	US954337490	25.4	2	9474008.0	14419509.0	7749.0	8388972.0	New York Stock Exchange (NYSE)	Financial company
PREFERRED BANK, CALIFORNIA	US954340199	8.3	2	88302.0	2601787.0	204.0	435765.0	NASDAQ National Market	Bank
ONCOGENEX PHARMACEUTICALS INC	US954343413	3.73	3	18160.0	58209.0	41.0	29017.0	NASDAQ National Market	Industrial company
CHENIERE ENERGY INC	US954352386	12.91	4	270885.0	18809053.0	888.0	7717435.0	NYSE MKT	Industrial company
RBC BEARINGS INCORPORATED	US954372080	14.280000000000001	1	445278.0	632073.0	955.0	1763764.0	NASDAQ National Market	Industrial company
SKECHERS USA INC	US954376145	14.63	4	3147323.0	2039878.0	nan	4077497.0	New York Stock Exchange (NYSE)	Industrial company
BIG 5 SPORTING GOODS CORPORATION	US954388794	13.91	1	1029098.0	445029.0	9000.0	187570.0	NASDAQ National Market	Industrial company
ACACIA RESEARCH CORPORATION	US954405754	14.22	1	125037.0	347901.0	42.0	263579.0	NASDAQ National Market	Industrial company
3D SYSTEMS CORPORATION	US954431352	15.719999999999999	1	666163.0	893275.0	2492.0	1482345.0	New York Stock Exchange (NYSE)	Industrial company
MACERICH CO	US954448705	29.5	1	1288149.0	11235584.0	997.0	11313657.0	New York Stock Exchange (NYSE)	Financial company
PCM, INC.	US954518700	3.08	9	1661948.0	600173.0	3739.0	125050.0	NASDAQ National Market	Industrial company
JAKKS PACIFIC INC	US954527222	10.870000000000001	5	745741.0	499620.0	nan	152535.0	NASDAQ National Market	Industrial company
WALT DISNEY CO	US954545390	14.46	1	52465000.0	88182000.0	185000.0	162714580.0	New York Stock Exchange (NYSE)	Industrial company
BROADWAY FINANCIAL CORPORATION	US954547287	0	116	13721.0	402912.0	62.0	40884.0	NASDAQ National Market	Bank
ELEPHANT TALK COMMUNICATIONS CORP.	US954557538	1.26	4	31015.0	25392.0	218.0	29483.0	NYSE MKT	Industrial company
SIMULATIONS PLUS, INC.	US954595609	5.41	2	18314.0	27344.0	60.0	131638.0	NASDAQ National Market	Industrial company
KILROY REALTY CORP	US954598246	28.450000000000003	1	581275.0	5926430.0	232.0	5796193.0	New York Stock Exchange (NYSE)	Financial company
NETSOL TECHNOLOGIES, INC.	US954627685	6.5600000000000005	1	51049.0	88962.0	1590.0	63774.0	NASDAQ National Market	Industrial company
IXIA	US954635982	16.34	1	516937.0	779877.0	1727.0	837968.0	NASDAQ National Market	Industrial company
GUIDANCE SOFTWARE, INC	US954661210	3.17	6	107006.0	82290.0	420.0	178233.0	NASDAQ National Market	Industrial company
AMERICAN STATES WATER COMPANY	US954676679	21.580000000000002	1	458641.0	1348600.0	707.0	1424878.0	New York Stock Exchange (NYSE)	Industrial company
EAST WEST BANCORP, INC	US954703316	18.14	1	1142736.0	32350922.0	2833.0	5583879.0	NASDAQ National Market	Bank
GREEN DOT CORPORATION	US954766827	16.509999999999998	1	693475.0	1691448.0	1008.0	1066785.0	New York Stock Exchange (NYSE)	Bank
K12 INC.	US954774688	12.469999999999999	1	948294.0	708599.0	4800.0	465493.0	New York Stock Exchange (NYSE)	Industrial company
ENTRAVISION COMMUNICATIONS CORP	US954783236	7.43	3	254134.0	524962.0	1165.0	469388.0	New York Stock Exchange (NYSE)	Industrial company
HANMI FINANCIAL CORPORATION	US954788120	17.7	1	195412.0	4234521.0	609.0	775964.0	NASDAQ National Market	Bank
ACTIVISION BLIZZARD, INC.	US954803544	16.48	4	4664000.0	15246000.0	7300.0	29041876.0	NASDAQ National Market	Industrial company
